,osrm_distance,osrm_duration
235,2527.5,271.6
236,2190.8,253.8
237,1623.9,245.7
238,4007.5,411.2
239,5020.4,314.7
240,2061.4,244.6
241,1582.5,206.5
242,27522.2,1779.9
243,2385.8,261.0
244,1223.1,144.2
245,2045.1,240.3
247,690.5,69.9
248,2585.3,284.9
249,1008.4,133.8
250,14043.4,1298.6
251,23145.9,1354.5
252,2719.4,273.8
253,29985.7,2038.3
254,2028.1,270.6
255,9614.5,1023.9
256,10283.2,847.1
257,3323.0,347.4
258,1431.0,198.0
260,837.3,121.1
261,8088.5,841.8
262,1968.6,214.0
263,5935.1,619.6
264,15865.1,1077.7
265,13119.3,1016.5
266,1965.8,262.1
267,12868.1,959.3
268,1385.8,192.4
269,2740.7,346.9
270,2352.4,240.0
271,7023.4,709.2
272,1944.4,250.4
273,1357.8,195.9
274,1487.1,235.0
275,3928.2,419.3
276,1740.0,194.2
277,5897.8,563.4
278,2750.1,359.7
279,3527.6,490.6
280,1808.8,171.7
281,1398.6,153.3
282,3228.8,310.4
283,3866.3,499.0
284,6710.9,639.3
285,1106.1,141.1
286,2387.5,320.9
287,2186.0,244.1
288,1669.4,209.9
289,1977.3,215.1
290,2373.4,327.9
291,4770.6,490.3
292,954.9,132.5
293,1129.9,142.9
294,5221.3,582.1
295,2759.1,331.0
296,3481.9,333.3
297,1187.7,166.2
298,5653.5,508.2
299,25200.7,1639.3
300,3281.9,444.5
301,3077.3,432.7
302,2961.4,312.8
303,3821.8,454.8
304,6294.3,762.6
305,2787.5,362.1
306,797.8,148.8
307,2770.5,364.7
308,4270.8,457.4
309,11985.5,790.3
310,4063.5,473.0
311,6089.1,632.0
312,8621.0,1016.3
313,9472.0,980.1
314,1484.5,213.6
315,3451.1,485.4
316,9852.1,732.7
317,24122.2,1453.5
318,4106.7,548.3
319,2341.2,198.2
320,2985.5,301.6
321,2821.1,337.6
322,3432.7,464.0
323,1814.5,191.3
324,536.9,96.6
325,1041.9,144.8
326,3577.1,386.6
327,2462.0,234.3
328,6282.3,609.4
329,14878.8,1151.7
330,1888.3,244.2
331,3488.4,384.9
332,782.2,102.8
334,1322.6,190.5
335,2194.5,239.6
336,4662.4,464.0
337,3072.1,420.0
338,6266.5,808.5
339,2276.9,280.5
340,2660.7,285.3
341,684.7,96.6
342,2219.3,283.1
343,3148.0,354.6
344,1277.1,162.3
345,5457.5,581.8
346,3687.1,458.4
347,4451.6,412.9
348,4052.3,397.5
349,939.7,161.6
350,4004.8,473.3
351,1263.8,167.1
352,914.6,118.3
353,1721.5,169.0
354,1895.6,301.6
355,1234.4,170.9
356,3327.7,293.0
357,6189.6,708.4
358,10511.0,1015.6
359,18135.2,1509.1
360,1339.8,204.3
361,2631.6,328.4
362,7925.3,674.9
363,9473.2,993.5
364,4311.9,475.7
365,1179.2,148.0
366,3558.8,419.8
367,5228.9,668.5
368,2003.1,246.6
369,1549.0,188.8
370,3834.8,493.7
371,2440.2,324.7
373,1158.1,138.2
374,7376.0,816.5
375,938.5,144.7
376,2640.4,289.9
377,3251.5,425.1
378,1786.4,219.7
379,2272.9,286.8
380,1862.2,240.9
381,1272.2,169.6
382,29560.3,1850.9
383,2518.5,355.3
384,3745.7,363.0
385,2251.1,207.8
386,1505.1,204.7
387,2323.2,308.7
388,3365.2,445.5
389,2285.3,311.3
390,2328.8,262.9
391,1524.6,161.7
392,1352.7,237.3
393,1885.4,206.6
394,8280.7,850.3
395,1038.8,157.5
396,2575.1,268.2
397,3138.5,391.8
398,2493.2,265.7
399,7642.5,851.1
400,1860.7,235.3
401,4192.2,484.8
402,2074.6,261.5
403,2533.5,333.1
404,1279.7,118.3
405,4919.9,497.1
406,3165.5,316.5
407,1328.5,137.7
408,1776.2,156.8
409,2916.2,387.4
410,3540.9,371.3
411,1425.6,181.9
412,1116.5,156.0
413,874.7,90.2
414,15635.7,1373.9
415,2577.8,313.1
416,5406.4,571.4
417,13697.4,834.4
418,5962.7,628.8
419,2863.8,349.9
420,2949.5,354.9
421,12450.1,745.3
422,2918.0,359.9
423,2754.2,326.9
424,27872.1,1737.8
425,11455.9,993.7
426,2830.2,287.2
427,2587.2,343.1
428,4003.5,473.2
429,4406.8,546.1
430,5519.7,440.5
431,4779.8,382.2
432,1856.2,194.4
433,3733.5,440.6
434,3036.7,303.6
435,23295.0,1281.5
436,2587.5,283.5
437,1494.2,214.3
438,17906.8,1608.6
439,1419.2,207.1
440,2954.3,282.0
442,1328.0,172.5
443,2522.7,318.8
444,2647.8,265.4
445,2049.0,271.0
446,690.6,107.8
447,2082.5,205.5
448,1401.6,171.5
449,4285.3,564.3
450,3662.9,358.5
451,1236.0,176.1
452,5522.1,630.8
453,7201.2,680.9
454,23430.1,1365.5
455,12651.1,983.5
456,1017.2,135.4
457,955.8,131.1
458,3913.3,440.8
459,1891.7,257.6
460,6963.2,619.9
461,5743.7,590.3
462,4696.9,383.4
463,7946.5,619.5
464,6312.5,693.6
465,3597.1,425.3
466,3888.0,550.4
467,4163.7,582.7
468,7369.1,678.5
469,907.2,123.6
470,23139.4,1369.8
471,4076.3,401.3
472,3460.2,436.0
473,1760.6,250.5
474,4048.4,469.7
475,1105.6,143.7
476,942.8,129.6
477,1416.1,190.6
478,2181.8,267.7
479,1440.4,198.0
480,4647.6,505.9
481,920.1,87.3
482,5529.4,636.3
483,1975.1,261.0
484,3808.0,378.7
485,2148.6,262.6
486,1676.1,236.3
487,2592.4,262.5
488,1404.8,191.4
489,2163.1,258.8
490,19104.9,1577.0
491,3397.3,319.9
492,980.7,133.5
493,1723.7,197.9
494,1278.5,172.5
495,5048.6,609.8
496,1754.9,260.3
497,6933.7,800.2
498,14696.9,1232.6
499,5068.8,553.8
500,4130.0,387.8
501,3595.0,357.6
502,4899.9,497.6
503,3659.9,450.6
504,1481.9,232.6
505,2526.9,261.2
506,2270.7,309.9
507,24492.1,1611.7
508,991.9,126.0
509,12417.8,1065.7
510,2252.0,295.4
511,4425.7,557.9
512,1263.8,166.9
513,2280.4,245.7
514,4486.0,575.8
515,2531.5,351.7
516,27692.2,1970.9
517,23285.8,1286.2
518,1781.9,267.3
519,4104.7,468.6
520,5728.6,556.7
521,3883.5,470.8
522,2063.3,288.3
523,3236.4,472.4
524,2545.6,304.6
525,1910.8,195.7
526,1656.4,235.4
527,1152.4,151.8
528,1778.1,209.8
530,14480.2,1245.1
531,1134.9,170.4
532,7734.5,764.0
533,3522.4,445.6
534,11120.2,1001.2
535,10069.3,985.2
536,1746.3,198.0
537,8089.4,957.5
538,1454.0,224.4
539,1078.0,120.3
540,2271.1,326.0
541,1377.7,203.5
542,1145.8,146.6
543,10678.2,947.7
544,13296.6,969.4
545,1748.1,171.2
546,2936.1,448.4
547,1371.9,135.5
548,2016.7,257.3
549,1039.8,143.6
550,3987.6,457.7
551,1905.4,262.9
552,3596.6,350.5
553,2974.6,360.8
554,1716.5,156.9
555,25065.0,1536.9
556,2191.8,301.3
557,1111.5,154.8
558,4346.0,538.4
559,2395.2,282.0
560,13623.2,1046.6
561,687.5,139.1
562,1574.0,229.1
563,27073.4,1542.1
564,1547.4,221.6
565,221.0,31.2
566,1430.2,225.8
567,2278.4,348.5
568,11515.5,1021.2
570,2998.9,396.7
571,12193.8,1071.5
572,3555.8,462.1
573,3359.1,383.3
574,3443.5,374.1
575,4598.6,435.7
576,1851.9,154.2
577,27298.0,1557.5
578,8233.6,1013.9
579,4232.4,464.2
580,5860.4,699.4
581,3461.0,403.9
582,5080.3,643.6
583,3134.2,359.6
584,6048.0,795.8
585,3286.5,397.8
586,1902.5,254.6
587,1821.0,287.1
588,3360.1,355.6
589,1752.6,220.3
590,2163.0,222.1
591,1479.8,142.8
592,6411.7,702.5
593,5904.2,504.3
594,2601.2,283.2
595,3237.2,440.1
596,2817.3,316.9
597,1632.6,210.4
598,1904.7,257.0
599,6263.2,603.7
600,961.3,135.8
601,1997.2,264.6
602,3575.1,337.4
603,4768.5,517.6
604,5285.6,629.4
605,1074.8,98.9
607,1838.2,228.2
608,3656.2,458.1
609,5833.5,593.7
610,1356.2,219.8
611,1267.2,191.6
612,1155.2,139.8
613,5267.2,680.1
614,2136.0,284.2
615,2791.3,378.6
616,12609.3,992.5
617,1105.4,142.9
618,5507.0,693.5
619,4246.4,566.9
620,5875.6,513.0
621,1942.0,275.7
622,1578.8,191.1
623,1987.5,216.1
624,3531.0,534.1
625,3039.0,308.4
626,4008.9,398.5
627,1628.8,197.4
628,5578.9,692.7
629,17709.0,1556.9
630,2446.3,325.0
631,2281.1,222.6
632,6827.2,827.8
633,3438.9,368.5
634,3149.5,423.9
635,1625.1,241.9
636,2234.4,197.3
637,2316.5,298.0
638,3773.7,497.0
639,7071.3,900.3
640,714.2,95.3
642,1267.7,177.2
643,3587.2,390.7
644,3329.0,415.3
645,2229.9,196.9
646,2381.8,267.3
647,2098.4,271.8
648,6119.5,645.0
649,1590.7,189.5
650,7315.3,544.3
651,2090.6,295.1
652,5003.2,675.6
653,2634.3,285.9
654,2409.0,309.9
655,2343.4,275.6
656,7894.0,721.6
657,3147.6,381.4
658,1029.1,123.9
659,897.9,157.8
660,2274.2,308.1
661,4356.4,426.1
662,12651.1,983.5
663,2106.4,377.9
664,1651.7,233.4
665,1865.4,261.2
666,31395.2,2092.5
667,1761.2,174.6
668,948.7,125.0
669,8847.1,785.5
670,4376.7,326.2
671,1861.0,216.1
672,3015.3,352.6
673,22443.2,1300.5
674,2760.0,347.6
675,10310.6,554.5
676,1365.9,195.1
677,1951.8,236.7
678,6002.4,692.0
679,4864.7,539.5
680,1615.0,215.9
681,1846.1,245.3
683,2664.4,267.8
684,13257.4,974.0
685,15786.1,1295.1
686,2117.0,298.4
687,6743.9,551.9
688,4055.2,391.4
689,3880.8,412.8
690,5259.8,578.8
691,1019.5,133.8
692,22624.6,1306.3
693,2435.8,368.4
694,8523.9,788.8
695,24279.3,1480.7
696,7951.3,723.0
697,13027.0,1109.2
698,1099.1,183.0
699,3792.4,417.9
700,3606.0,370.7
701,1887.5,244.8
702,1498.2,187.9
703,30541.3,2195.8
704,2248.5,243.2
705,14945.4,1105.8
706,2238.7,251.1
707,2498.7,256.6
708,659.4,105.0
709,1988.5,218.5
710,3635.8,529.1
711,6221.1,624.5
712,2663.2,310.0
713,1118.4,154.4
714,1923.2,223.1
715,22964.9,1364.7
716,631.4,94.1
717,3573.7,443.5
718,2664.5,342.3
719,16079.8,1227.0
720,5054.7,553.7
721,5328.4,693.5
722,5282.1,715.9
723,8569.3,669.3
724,24063.9,1222.8
725,22703.6,1313.7
726,2576.3,248.6
727,774.2,66.2
728,4619.9,546.3
729,2651.6,328.0
730,2360.1,323.9
731,1526.5,201.8
732,5978.3,764.3
733,5311.4,670.2
734,3471.5,375.4
735,5586.0,612.2
736,3319.0,408.4
737,1677.8,202.1
738,1612.8,227.5
739,1388.9,184.2
740,1344.1,129.1
741,3736.6,527.0
742,654.9,87.8
743,3364.1,357.6
744,1814.4,213.5
745,21905.4,1234.6
746,18350.7,1336.2
747,3974.8,351.3
748,69.3,10.1
749,2022.2,222.9
750,22245.3,1256.4
751,22639.5,1212.6
753,1576.6,228.4
754,4078.7,576.0
755,4593.0,532.4
756,6015.1,705.8
757,6266.8,791.7
758,2270.4,277.9
759,2979.3,393.3
760,7845.6,890.3
761,1605.6,237.9
762,558.3,80.3
763,16394.4,1119.0
764,2704.2,424.3
765,1903.1,276.5
766,29099.8,1787.2
767,679.5,100.3
768,370.9,49.6
769,2297.8,295.2
770,9649.9,986.9
771,5326.4,485.8
772,3009.4,422.0
773,4899.0,647.0
774,22957.5,1433.4
776,3858.7,484.5
777,2907.5,341.9
779,7543.6,760.4
780,1356.1,112.1
781,12991.8,1144.9
782,2152.6,264.3
783,3291.9,329.8
784,4189.9,441.5
785,5941.4,650.7
786,29249.9,1854.6
787,2292.4,239.6
788,27553.0,1807.4
789,1881.3,170.7
790,1678.6,246.9
791,901.8,148.4
792,2592.0,343.9
793,2507.2,347.1
794,9293.1,982.3
795,2103.2,302.8
796,1065.5,161.1
797,8499.8,825.9
798,3226.9,434.0
799,4824.9,452.4
800,1396.5,191.0
801,8268.1,866.9
803,649.4,78.7
804,3127.3,405.8
805,723.6,100.8
806,32347.7,2302.8
807,1327.3,191.3
809,2011.5,201.3
810,3162.7,273.7
812,2869.3,368.1
813,2295.7,298.6
814,2126.1,241.1
815,13765.0,1023.1
817,22867.0,1361.7
818,28958.6,1756.2
819,2843.4,340.1
820,1929.2,243.0
821,2400.6,288.0
822,1938.7,241.1
823,2479.1,312.9
824,886.6,105.5
825,20765.1,1728.7
826,2714.4,373.5
827,1031.6,139.4
828,1851.3,275.7
829,2172.3,288.4
830,7512.0,602.1
831,5183.5,458.0
832,6978.6,690.8
833,12034.5,1008.9
834,694.4,84.2
835,712.2,111.0
836,4110.2,467.7
837,14867.2,1104.6
838,23289.6,1389.6
839,5778.4,561.9
840,4024.1,331.6
841,28535.7,1711.6
842,1703.8,204.0
843,1062.1,152.5
844,5446.3,530.7
845,3428.7,331.8
846,3711.9,466.3
847,3382.4,437.4
848,1661.7,225.2
849,1614.8,255.9
850,1160.1,138.4
851,2175.9,305.6
852,921.6,131.2
853,7281.2,710.1
854,2341.9,253.9
855,9148.2,803.4
856,5950.1,583.2
857,29836.1,1933.3
858,7189.1,673.0
859,12365.6,768.9
860,4100.2,496.5
861,4155.0,436.0
862,3844.3,411.5
863,1629.6,235.2
864,1335.3,180.3
865,1385.2,168.1
866,8381.2,886.1
867,839.0,125.7
868,1119.5,132.4
869,6855.1,799.7
870,22383.9,1292.1
871,3118.2,411.9
872,23027.9,1247.8
873,3295.7,320.4
874,3229.0,450.1
875,2314.2,267.6
876,2094.2,288.0
877,1363.8,149.9
878,2964.5,370.3
879,3963.7,450.1
880,8421.5,865.2
881,1425.0,150.3
882,6928.0,933.6
883,4445.8,488.1
884,699.3,86.4
885,709.8,99.8
886,6004.8,583.9
887,2053.9,209.1
888,2529.5,278.2
889,2851.1,286.7
890,2906.4,396.7
891,4025.4,384.8
892,3571.3,410.3
893,4613.6,507.2
894,4476.1,483.1
895,5623.3,648.7
896,3229.1,349.7
897,4388.8,464.3
898,2804.8,363.7
899,2843.4,335.4
900,1921.7,189.3
902,838.3,117.8
903,3363.4,457.1
904,1567.4,206.4
905,1425.0,193.1
906,1476.2,202.2
908,1253.2,179.0
909,3111.5,329.5
910,3053.5,352.1
911,7207.0,943.2
912,13781.3,1136.0
913,1422.2,207.6
914,2829.3,318.9
915,3244.5,334.3
916,12527.0,856.0
917,9632.2,689.2
918,1053.3,147.4
919,1801.5,246.0
920,1747.0,156.8
921,1630.8,157.5
922,4091.0,436.2
923,4719.2,540.0
924,4513.1,423.8
925,17649.8,1378.0
926,1069.5,147.4
927,2610.6,324.2
928,5552.3,588.6
929,4481.2,599.6
930,2450.6,335.5
931,2405.6,282.8
932,5309.9,460.6
933,4028.3,377.2
935,4550.3,427.4
936,3197.0,420.3
937,1911.0,220.6
938,3168.5,341.1
939,3982.8,523.8
940,2257.5,279.3
941,3921.9,472.7
942,3434.1,346.8
943,2332.0,267.0
944,1252.2,176.3
945,4318.8,556.1
946,2693.8,307.7
947,1346.8,141.0
948,945.1,91.2
949,9596.7,825.6
950,3608.6,444.4
951,10559.9,895.5
952,7248.1,762.1
953,1716.9,148.4
954,2604.5,316.2
955,2755.1,413.1
956,1219.7,148.1
957,1845.7,265.0
958,12813.6,1103.1
959,4575.5,493.7
960,5614.6,436.7
961,1287.9,161.1
962,3536.9,461.4
963,2191.8,217.7
964,3648.0,417.6
965,3538.7,413.8
966,841.4,123.2
967,1727.3,134.2
968,2716.6,339.7
969,1361.7,183.5
970,862.9,123.9
971,21531.0,1404.1
972,11278.7,676.0
973,2308.4,272.8
974,1786.6,219.0
975,5358.7,514.7
976,2119.6,226.2
977,3524.1,425.7
978,10664.0,917.4
979,5695.4,629.7
980,29304.1,1948.1
981,2769.1,292.1
982,6883.9,704.2
984,8133.1,917.8
985,1236.7,193.7
986,5475.6,743.3
987,21015.5,1224.1
988,2826.0,282.7
989,1833.7,249.4
990,1724.5,242.0
991,1256.1,204.2
992,3184.9,363.1
993,2787.8,383.0
994,8704.2,1011.3
996,1852.1,201.8
997,3125.0,426.4
998,7235.7,911.6
999,2561.4,214.9
1000,1750.3,206.5
1001,2668.3,293.9
1002,3939.3,360.0
1003,612.5,137.1
1004,1245.7,173.9
1005,3744.3,337.0
1006,1937.2,270.8
1007,1772.8,299.3
1008,5425.7,544.0
1009,4703.6,463.9
1010,3084.9,416.1
1011,2949.5,306.3
1012,23453.2,1412.2
1013,26821.4,1649.8
1014,2144.7,274.4
1015,3041.8,339.5
1016,7100.5,786.0
1017,2374.6,331.5
1018,1773.5,261.4
1019,947.6,100.0
1020,4528.1,468.1
1021,1898.9,252.1
1022,2800.7,382.7
1023,718.5,79.9
1024,1542.6,213.6
1025,1899.5,243.9
1026,2375.6,235.3
1027,1629.4,241.3
1029,3202.0,305.8
1030,1477.3,219.1
1031,966.2,132.5
1032,4002.4,401.9
1033,2522.8,333.1
1034,880.3,131.7
1035,2873.4,327.5
1036,834.5,99.7
1037,3458.0,352.9
1038,4377.4,560.5
1039,4003.4,417.9
1040,4154.8,469.8
1041,956.3,144.7
1042,6455.9,667.7
1043,17562.2,1326.9
1044,1864.2,170.7
1045,21038.5,1883.4
1046,2640.7,333.6
1047,24930.5,1691.5
1048,2275.1,316.7
1049,3985.1,439.0
1050,6983.2,711.1
1051,998.2,142.4
1052,16230.2,1214.0
1053,9976.8,823.7
1054,1015.4,125.3
1055,2266.6,257.7
1057,3536.2,341.9
1058,908.1,113.4
1059,4582.6,481.8
1060,3655.6,407.5
1061,23637.0,1321.8
1062,1544.3,226.6
1063,2683.1,380.9
1064,3103.9,317.0
1065,16659.6,1359.5
1066,5956.7,682.0
1067,3101.7,376.3
1068,2796.8,416.2
1069,5232.8,562.7
1070,823.0,86.0
1071,612.3,93.4
1072,4896.8,571.4
1073,2922.4,226.9
1074,2379.0,212.0
1075,28195.7,1816.0
1076,983.7,140.7
1077,8485.8,747.4
1078,7281.7,691.3
1079,504.0,97.1
1080,3904.8,491.3
1081,3197.3,389.2
1082,5607.4,535.8
1083,9350.4,727.0
1084,1679.6,224.4
1085,4409.9,595.9
1086,1709.6,219.2
1087,3797.7,458.9
1088,1094.8,151.3
1089,3405.8,344.3
1090,5345.1,682.9
1091,2659.4,266.8
1092,6024.7,572.7
1093,12644.7,860.5
1094,2247.2,276.5
1095,422.9,65.2
1096,5520.9,648.2
1097,4595.9,449.9
1098,1032.3,162.4
1099,8473.3,861.0
1100,7248.1,735.7
1101,4134.3,391.5
1102,2553.1,228.1
1103,2200.7,277.2
1104,1076.3,146.0
1105,4521.5,420.9
1106,1365.5,164.4
1107,9205.4,804.9
1108,2414.9,332.8
1109,2147.0,278.5
1110,3590.3,415.5
1111,5023.9,522.3
1112,1913.5,204.7
1113,3415.2,457.3
1114,282.1,25.7
1115,11831.4,818.6
1116,2892.1,341.1
1117,7955.1,754.6
1118,2987.4,380.3
1119,2183.4,264.9
1120,29059.0,1770.2
1121,3166.3,334.7
1122,1319.9,158.3
1123,9924.6,951.7
1124,3849.1,416.5
1125,2780.2,247.6
1126,8167.3,932.8
1127,1147.6,91.3
1128,1376.2,166.3
1129,2441.5,332.5
1130,7722.1,799.4
1131,787.9,100.7
1132,2702.3,323.8
1133,2810.9,401.4
1134,881.6,126.3
1136,3527.1,424.6
1137,1269.0,169.0
1138,661.9,62.7
1139,1592.6,193.4
1140,16755.2,1040.4
1141,1086.7,140.3
1142,4492.8,550.8
1143,493.6,75.7
1144,2229.7,218.2
1145,1824.6,267.8
1146,2385.2,266.3
1147,1480.9,196.2
1148,2632.7,336.0
1149,2369.3,285.8
1150,2247.8,267.3
1151,2826.8,332.6
1152,1144.1,154.1
1153,3730.7,429.2
1154,8285.9,832.1
1155,1818.9,177.8
1156,3032.2,368.2
1157,2464.7,365.1
1158,1683.8,251.8
1159,32727.7,2402.1
1160,2327.2,327.1
1161,1350.5,174.6
1162,11780.0,1042.7
1163,38578.1,2310.8
1164,1558.3,165.2
1165,3284.7,440.1
1166,1186.9,162.8
1167,1705.4,181.1
1168,21402.1,1221.6
1169,4056.4,404.1
1170,2034.4,237.0
1171,5384.2,574.1
1172,2240.9,300.0
1174,23820.7,1334.0
1175,1412.4,191.7
1176,6167.1,652.5
1177,32897.6,2360.3
1178,5556.5,508.6
1179,23376.6,1443.6
1180,2161.9,296.5
1181,5623.9,523.2
1182,2055.1,240.2
1183,2020.1,292.5
1184,24733.2,1737.9
1185,504.7,75.4
1186,1389.7,200.1
1187,616.1,82.9
1188,5961.8,450.8
1189,1744.2,228.0
1190,12064.6,1293.9
1191,3168.3,365.0
1192,9328.2,1027.2
1193,1456.5,186.3
1194,27246.9,1741.4
1195,979.0,105.7
1196,2628.9,307.8
1197,3123.8,378.4
1198,1592.0,237.1
1199,1910.8,231.1
1200,381.0,43.4
1201,5723.4,622.1
1202,7950.6,789.2
1203,11881.1,862.3
1204,2686.1,277.3
1205,2555.8,316.5
1206,990.1,121.4
1207,5790.8,705.9
1208,2805.2,250.6
1209,14072.6,1267.7
1210,4090.5,425.2
1211,1224.8,131.2
1212,7599.6,864.3
1213,2269.5,312.9
1214,1257.5,151.8
1215,26030.0,1635.5
1216,3073.6,362.6
1217,3489.0,424.0
1218,2889.4,378.4
1219,5166.5,590.0
1220,1069.0,110.0
1221,9522.4,886.6
1222,1738.1,221.4
1223,4410.0,521.6
1224,1874.3,254.6
1225,1169.1,161.4
1226,10649.8,1066.0
1227,2793.3,371.1
1228,3788.9,423.0
1229,15467.1,1276.0
1230,488.9,65.0
1231,1191.9,154.0
1232,8630.8,757.6
1233,1644.0,228.1
1234,26103.9,1619.1
1235,6220.6,575.9
1236,1899.7,166.5
1237,1135.7,119.8
1238,597.3,84.4
1239,1019.6,109.3
1240,1462.2,230.4
1241,812.5,115.2
1242,5216.6,468.6
1243,2115.9,276.6
1244,1208.7,165.4
1245,5092.2,537.1
1246,791.2,100.1
1247,919.3,126.6
1248,1790.9,247.3
1249,1948.1,274.8
1250,2720.4,349.0
1251,9690.5,739.2
1252,24822.7,1449.0
1253,3848.0,538.7
1254,1445.3,210.5
1255,2990.1,398.0
1256,10782.2,1066.1
1257,4533.7,561.0
1258,5132.7,497.4
1259,661.2,87.8
1260,746.7,113.3
1261,1595.3,158.2
1262,2621.5,250.0
1263,3797.7,369.0
1264,10232.7,944.8
1265,68275.8,3067.0
1266,1298.7,190.4
1267,2764.4,376.0
1268,7367.9,637.1
1269,2327.5,209.0
1270,1913.9,239.6
1271,3590.4,545.2
1272,1650.1,258.0
1273,5999.8,675.9
1274,1728.8,206.9
1275,2201.1,256.2
1276,3376.8,326.9
